USERID,n_azioni,n_attivita_distinte,n_giorni_attivi,durata_giorni,feature0_media,feature1_media,feature2_media,feature3_media,ABBANDONO
5615,33,17,3,10.987,0.129,-0.204,-0.06,-0.055,1
5616,130,50,10,11.199,-0.144,-0.22,0.041,-0.016,0
5617,35,26,2,1.063,-0.089,0.291,-0.094,-0.05,1
5618,23,9,3,4.152,-0.32,0.339,-0.046,-0.067,1
5619,61,30,3,8.035,-0.143,0.232,-0.049,-0.041,0
5620,11,5,2,13.412,0.293,-0.436,-0.03,-0.031,0
5621,107,55,5,15.522,0.373,-0.103,-0.062,0.006,0
5622,58,29,4,3.146,-0.064,0.135,0.003,0.068,0
5623,6,3,1,0.027,-0.32,0.412,-0.06,-0.067,1
5624,12,8,2,5.004,-0.32,-0.436,0.107,-0.067,0
5625,38,21,3,15.42,-0.178,0.368,-0.078,-0.067,1
5626,108,47,5,10.995,-0.32,0.577,-0.088,-0.067,0
5627,9,8,3,8.215,-0.32,0.412,-0.06,-0.067,0
5628,88,41,5,11.501,0.063,-0.291,0.073,-0.026,1
5629,33,17,4,13.121,0.62,-0.436,-0.015,0.103,0
5630,23,8,3,1.722,-0.32,0.449,-0.067,-0.067,1
5631,59,39,3,1.117,-0.0,0.513,-0.122,0.076,1
5632,45,18,3,13.956,0.788,-0.436,0.029,0.214,1
5633,29,20,4,4.102,-0.181,-0.085,0.038,-0.067,1
5634,9,6,1,0.005,-0.32,-0.153,0.162,-0.0,1
5635,169,71,14,15.211,-0.025,0.061,-0.047,-0.028,0
5636,118,43,7,10.976,0.331,-0.091,-0.042,-0.011,0
5637,220,62,9,15.316,-0.185,0.339,-0.071,-0.055,0
5638,70,31,6,5.04,-0.012,-0.327,0.078,-0.036,0
5639,39,20,3,3.377,-0.043,-0.37,0.03,-0.067,0
5640,145,57,7,14.324,0.247,0.284,-0.094,-0.023,0
5641,69,40,3,1.218,-0.242,0.376,-0.06,-0.064,0
5642,20,10,3,11.436,-0.185,-0.308,0.157,-0.067,1
5643,9,7,1,0.007,-0.32,0.13,0.107,0.066,1
5644,84,49,12,14.043,-0.095,0.231,-0.084,-0.055,0
5645,10,6,3,4.344,-0.32,-0.436,0.107,-0.067,1
5646,34,9,1,0.384,-0.32,0.462,-0.026,-0.061,1
5647,51,17,6,13.073,-0.32,-0.037,0.058,-0.056,1
5648,100,50,5,10.279,-0.064,-0.003,0.007,0.013,0
5649,41,15,4,7.07,-0.32,0.433,0.009,-0.004,1
5650,100,35,4,14.133,-0.199,0.175,-0.013,-0.045,1
5651,11,7,2,4.121,-0.32,0.258,0.016,0.079,1
5652,189,74,8,12.0,0.122,0.184,-0.089,-0.004,0
5653,15,7,2,3.329,-0.32,-0.436,0.174,-0.067,1
5654,20,8,2,3.96,-0.05,-0.436,0.157,0.003,1
5655,7,5,1,0.001,-0.32,-0.436,0.107,-0.067,1
5656,5,4,1,0.011,-0.32,-0.436,0.207,0.133,1
5657,45,13,2,1.904,-0.32,-0.323,0.296,0.093,1
5658,103,50,6,7.25,0.007,0.207,-0.088,-0.034,0
5659,15,6,1,0.046,-0.32,-0.436,0.14,-0.067,1
5660,28,20,2,0.997,-0.272,0.291,-0.036,-0.039,1
5661,63,21,6,15.103,0.258,-0.436,-0.036,-0.045,0
5662,55,43,3,15.088,0.023,0.397,-0.139,-0.06,0
5663,15,8,2,13.891,-0.32,0.412,0.007,-0.067,1
5664,11,5,1,0.006,0.415,-0.436,-0.03,0.17,1
5665,11,4,1,0.007,0.17,-0.436,-0.075,-0.067,1
5666,23,16,2,7.69,-0.32,-0.214,0.237,4.287,1
5667,26,10,2,6.865,-0.32,0.641,-0.105,-0.067,1
5668,6,5,1,0.042,-0.32,0.412,-0.06,-0.067,1
5669,135,44,12,15.232,0.079,0.111,-0.057,-0.027,0
5670,5,4,1,0.003,-0.32,-0.436,0.107,-0.067,1
5671,6,3,1,0.003,-0.32,-0.012,0.107,-0.067,1
5672,104,48,7,12.771,0.16,0.078,-0.043,-0.007,1
5673,23,20,4,14.012,-0.32,-0.104,0.041,-0.067,0
5674,45,19,2,0.902,0.459,-0.436,-0.038,0.022,1
5675,8,7,1,0.034,-0.32,-0.436,0.107,-0.067,1
5676,157,65,7,14.95,0.169,-0.225,0.033,0.0,0
5677,7,5,1,0.095,-0.32,-0.072,0.035,-0.067,1
5678,134,50,10,14.186,-0.199,0.286,-0.065,-0.064,0
5679,181,72,5,11.216,0.03,0.0,0.049,-0.007,0
5680,13,11,3,10.722,-0.32,0.347,-0.047,-0.067,1
5681,83,35,6,10.87,-0.19,-0.344,0.161,-0.029,0
5682,22,9,3,10.015,-0.32,-0.32,0.107,-0.067,0
5683,27,10,2,0.995,-0.22,-0.436,0.162,0.156,1
5684,5,3,1,0.0,-0.32,-0.436,0.107,-0.067,1
5685,185,68,12,13.179,-0.014,-0.133,0.009,-0.025,0
5686,92,43,8,11.936,0.134,-0.27,-0.008,-0.017,0
5687,45,34,6,14.829,-0.32,-0.323,0.096,-0.063,0
5688,50,16,2,13.037,-0.104,-0.385,0.167,-0.019,0
5689,103,49,2,1.114,0.164,0.207,-0.059,0.009,0
5690,82,32,10,15.135,-0.238,0.185,0.027,-0.004,1
5691,5,3,1,0.0,-0.32,-0.436,0.107,-0.067,1
5692,71,26,4,14.674,0.439,-0.364,-0.013,0.06,0
5693,57,35,3,9.029,0.957,-0.391,-0.043,0.14,1
5694,20,15,1,0.053,-0.185,0.455,-0.119,-0.067,0
5695,12,5,1,0.015,-0.32,-0.224,0.399,0.117,1
5696,18,15,1,0.04,-0.32,0.554,-0.088,-0.067,1
5697,53,27,4,14.007,1.155,-0.436,-0.101,0.133,1
5698,67,26,2,2.185,-0.199,0.02,0.084,-0.043,1
5699,8,6,1,0.014,-0.32,0.2,0.169,0.008,1
5700,142,55,4,9.615,-0.197,0.209,-0.017,-0.014,0
5701,7,5,1,0.005,-0.32,-0.436,0.107,-0.067,1
5702,8,5,1,0.015,-0.32,0.2,-0.018,-0.067,1
5703,39,27,7,9.957,-0.113,-0.175,0.004,-0.067,1
5704,81,50,9,14.861,-0.32,0.381,-0.023,-0.052,0
5705,178,55,7,12.815,0.18,-0.421,0.031,-0.011,0
5706,11,6,1,0.024,-0.32,0.49,-0.075,-0.067,1
5707,35,14,2,10.054,0.104,-0.436,0.021,-0.027,0
5708,145,59,8,12.88,-0.125,0.073,-0.042,0.021,1
5709,6,4,1,0.018,-0.32,-0.436,0.107,-0.067,0
5710,181,61,5,10.731,0.067,0.028,0.043,-0.032,0
5711,166,65,6,11.633,0.2,0.177,-0.089,0.023,0
5712,76,50,3,9.691,-0.001,0.133,-0.045,-0.02,1
5713,28,15,3,6.042,-0.224,-0.436,0.089,-0.06,1
5714,170,54,8,15.064,0.069,-0.136,-0.046,-0.051,0
5715,61,44,4,3.039,-0.121,0.44,-0.123,-0.054,0
5716,8,4,1,0.007,0.354,-0.436,-0.081,-0.067,1
5717,6,4,1,0.005,-0.32,-0.436,0.608,0.133,1
5718,269,65,10,10.994,-0.28,-0.095,0.042,-0.016,0
5719,9,6,1,0.003,0.429,-0.436,-0.116,-0.067,1
5720,30,17,3,7.022,-0.32,0.243,-0.01,-0.067,1
5721,6,6,1,0.001,-0.32,-0.436,0.107,-0.067,1
5722,6,4,1,0.003,-0.32,-0.436,0.107,-0.067,1
5723,24,13,3,9.991,0.466,-0.436,-0.081,0.05,0
5724,280,82,10,15.001,0.104,0.309,-0.117,-0.034,0
5725,93,34,11,14.033,-0.132,-0.354,0.091,-0.037,0
5726,45,27,2,7.059,0.01,0.299,-0.105,0.031,0
5727,55,39,4,8.999,0.44,-0.019,-0.121,-0.009,0
5728,19,18,2,5.062,-0.178,0.234,-0.051,-0.067,0
5729,23,10,3,11.96,-0.203,0.228,0.02,-0.015,1
5730,20,6,5,14.975,-0.32,0.709,-0.119,-0.067,0
5731,87,27,7,13.783,0.114,-0.289,0.153,0.08,0
5732,78,32,10,12.786,-0.164,-0.305,0.055,-0.062,0
5733,176,59,11,13.693,0.132,-0.349,0.036,-0.021,0
5734,14,7,1,0.024,0.354,-0.436,-0.036,-0.039,1
5735,63,23,4,8.661,-0.192,0.17,0.027,-0.032,1
5736,63,22,4,13.032,-0.063,-0.355,0.123,-0.045,1
5737,6,4,1,0.014,-0.32,-0.436,0.19,0.167,1
5738,13,9,2,4.96,0.302,-0.436,-0.086,-0.067,0
5739,41,17,2,1.565,0.173,-0.436,-0.015,-0.048,1
5740,23,13,3,8.959,0.09,-0.214,-0.024,-0.041,0
5741,21,8,2,11.425,-0.32,-0.193,0.083,-0.058,0
5742,124,46,5,14.751,0.343,-0.272,-0.055,0.001,1
5743,134,56,11,11.76,0.183,0.134,-0.095,-0.037,0
5744,7,3,1,0.008,-0.32,-0.436,0.178,0.105,1
5745,21,13,4,8.973,-0.32,0.291,-0.013,-0.067,1
5746,6,5,1,0.002,-0.32,-0.012,0.107,0.836,1
5747,23,14,3,7.367,0.032,0.117,-0.024,0.16,1
5748,126,46,9,14.687,-0.192,0.493,-0.104,-0.05,0
5749,71,55,5,12.674,-0.244,0.46,-0.07,-0.056,0
5750,23,15,2,1.217,-0.144,0.228,-0.046,0.046,0
5751,6,6,1,0.007,0.803,-0.012,-0.06,0.769,1
5752,9,8,1,0.03,-0.32,0.412,-0.06,-0.067,1
5753,6,6,1,0.0,-0.32,-0.436,0.107,-0.067,1
5754,7,3,1,0.004,-0.32,-0.072,0.035,-0.067,1
5755,9,6,2,13.138,-0.32,0.13,0.051,-0.067,0
5756,7,4,2,3.184,-0.32,-0.072,0.035,-0.067,1
5757,4,4,1,0.002,-0.32,-0.436,0.107,-0.067,1
5758,48,19,7,14.248,-0.208,-0.065,0.034,0.016,0
5759,160,88,5,14.135,0.295,0.137,-0.069,0.009,0
5760,138,53,6,14.406,-0.095,0.228,-0.075,-0.05,0
5761,4,4,1,0.002,-0.32,-0.436,0.107,-0.067,1
5762,23,15,2,0.224,0.032,0.228,-0.133,-0.067,1
5763,36,19,3,3.194,-0.245,-0.294,0.107,0.005,1
5764,271,56,5,14.468,-0.091,0.372,-0.078,-0.052,0
5765,12,6,2,0.135,0.466,-0.224,-0.144,-0.067,1
5766,121,39,8,13.045,-0.108,-0.352,0.065,-0.021,0
5767,103,62,11,11.118,-0.241,0.404,-0.063,-0.067,1
5768,4,4,2,10.937,-0.32,-0.436,0.357,0.786,0
5769,26,9,2,0.234,-0.32,0.151,0.01,-0.06,1
5770,49,19,3,8.92,-0.045,-0.384,0.229,-0.026,1
5771,84,31,3,1.174,-0.192,0.11,0.035,-0.029,1
5772,19,9,4,8.135,0.106,-0.436,0.001,-0.067,1
5773,5,5,2,0.022,-0.32,0.073,0.007,-0.067,1
5774,100,30,6,13.825,0.111,-0.359,0.022,-0.037,0
5775,12,8,3,8.777,-0.32,-0.012,0.023,-0.067,1
5776,15,13,2,1.931,-0.05,-0.436,0.04,-0.054,1
5777,49,18,4,11.251,-0.21,0.343,0.015,-0.067,1
5778,125,36,6,11.794,-0.255,0.155,-0.013,-0.058,0
5779,42,16,3,7.994,0.226,-0.254,-0.048,-0.053,0
5780,158,51,11,14.37,0.141,0.675,-0.118,-0.027,0
5781,10,7,1,0.116,-0.32,-0.181,0.107,0.033,1
5782,32,16,1,0.06,0.143,-0.038,-0.065,-0.055,1
5783,11,5,1,0.013,-0.32,-0.436,0.198,-0.049,1
5784,6,5,2,3.121,-0.32,-0.012,0.107,-0.067,0
5785,5,5,1,0.001,-0.32,0.073,0.107,0.174,1
5786,20,9,2,1.776,-0.185,0.073,-0.018,-0.067,1
5787,64,24,7,12.736,-0.236,0.359,0.013,-0.02,1
5788,5,3,1,0.001,-0.32,-0.436,0.107,-0.067,1
5789,8,5,1,0.011,-0.32,-0.436,0.232,-0.067,1
5790,17,11,2,5.986,-0.32,0.013,0.048,-0.056,1
5791,104,48,6,14.009,-0.151,0.078,-0.004,-0.062,0
5792,15,9,2,9.033,-0.32,0.412,-0.06,-0.067,1
5793,20,6,1,0.018,-0.32,0.455,-0.044,-0.067,1
5794,15,13,1,0.048,0.129,0.412,-0.16,-0.014,1
5795,38,24,2,5.767,-0.285,0.435,-0.078,-0.067,0
5796,32,20,2,1.007,-0.109,-0.356,0.075,-0.048,1
5797,19,8,3,2.999,-0.32,-0.436,0.107,-0.067,1
5798,19,12,1,0.265,-0.32,0.368,-0.051,-0.067,1
5799,44,15,2,0.873,-0.32,0.027,0.118,-0.067,1
5800,75,36,6,13.748,-0.158,-0.334,0.147,-0.038,1
5801,7,6,1,0.0,-0.32,0.291,-0.036,-0.067,1
5802,27,10,2,1.16,-0.22,-0.341,0.144,-0.038,1
5803,6,5,1,0.001,-0.32,-0.436,0.107,-0.067,1
5804,117,58,5,14.306,-0.216,0.347,-0.047,-0.023,0
5805,4,3,1,0.026,-0.32,-0.436,0.107,-0.067,1
5806,28,12,2,4.989,-0.32,-0.436,0.125,-0.067,1
5807,31,15,3,11.051,-0.233,0.221,-0.006,-0.067,1
5808,92,54,5,14.025,0.002,0.256,-0.095,0.042,0
5809,41,27,4,2.879,-0.024,-0.312,-0.003,-0.067,1
5810,4,3,1,0.003,-0.32,0.2,-0.018,-0.067,1
5811,92,29,3,2.047,-0.203,-0.049,0.069,-0.017,1
5812,31,18,4,3.85,0.028,-0.354,0.058,-0.022,1
5813,16,8,3,9.006,-0.32,0.518,-0.081,-0.067,1
5814,10,9,2,11.982,-0.32,0.073,0.007,-0.067,1
5815,89,61,4,10.717,-0.032,0.279,-0.085,-0.049,1
5816,13,8,1,0.512,0.406,-0.24,0.03,0.118,0
5817,31,17,2,0.928,0.115,-0.436,0.252,0.017,1
5818,124,41,4,7.982,-0.255,0.447,-0.079,-0.067,1
5819,91,47,3,1.734,0.065,0.263,-0.108,-0.063,1
5820,6,4,2,6.645,-0.32,-0.012,0.023,-0.067,1
5821,15,10,3,2.829,-0.32,0.243,0.174,-0.054,1
5822,18,9,4,10.594,0.204,-0.436,-0.06,-0.067,0
5823,20,8,3,5.4,-0.32,-0.308,0.232,-0.067,0
5824,6,4,1,0.09,-0.32,-0.436,0.107,-0.067,1
5825,8,4,1,0.618,-0.32,0.518,-0.081,-0.067,1
5826,77,51,7,7.686,0.118,-0.237,-0.01,-0.023,0
5827,4,4,1,0.014,-0.32,0.2,0.107,0.033,1
5828,23,10,1,0.057,-0.32,-0.436,0.172,-0.032,1
5829,28,15,4,10.728,0.98,-0.254,-0.144,0.09,0
5830,25,17,4,3.996,-0.212,-0.436,0.107,-0.067,0
5831,78,49,2,12.737,-0.32,0.673,-0.105,-0.067,1
5832,55,40,5,4.884,-0.05,0.304,-0.103,-0.045,1
5833,4,4,1,0.008,-0.32,-0.436,0.107,-0.067,1
5834,169,62,10,11.954,-0.129,0.272,-0.071,-0.052,0
5835,7,7,1,0.001,-0.32,-0.072,0.107,-0.067,1
5836,92,33,12,13.724,-0.32,0.256,-0.029,-0.067,0
5837,68,24,8,12.92,-0.102,-0.398,0.048,-0.056,0
5838,8,4,1,0.003,0.86,-0.436,-0.144,0.008,1
5839,44,20,5,5.972,-0.32,-0.147,0.198,0.143,1
5840,34,15,2,6.551,-0.32,0.687,-0.114,-0.067,0
5841,18,12,2,0.808,-0.32,-0.012,0.051,-0.034,1
5842,52,23,7,10.352,-0.32,-0.436,0.136,-0.013,1
5843,132,59,5,8.115,-0.167,0.104,0.019,0.091,1
5844,56,31,4,10.494,0.041,0.155,-0.045,-0.003,0
5845,5,5,1,0.025,-0.32,-0.436,0.107,-0.067,1
5846,59,42,4,8.553,-0.16,0.427,-0.08,-0.016,1
5847,105,41,5,13.295,-0.127,0.316,-0.089,-0.027,0
5848,103,44,8,12.558,-0.176,-0.287,0.058,-0.022,0
5849,70,48,6,8.101,0.142,-0.218,0.007,-0.004,0
5850,100,55,3,8.483,0.031,0.048,-0.044,0.011,1
5851,15,10,2,0.564,-0.32,0.582,0.007,0.053,1
5852,71,42,3,8.488,0.269,-0.364,0.079,0.611,1
5853,9,4,2,0.16,-0.32,-0.436,0.218,0.066,0
5854,8,2,1,0.008,-0.32,-0.436,0.295,0.083,1
5855,51,24,5,13.512,0.235,-0.336,-0.031,-0.04,0
5856,5,5,2,2.414,-0.32,0.073,0.007,-0.067,1
5857,8,6,1,0.013,-0.32,0.2,0.044,0.008,1
5858,18,15,1,0.026,-0.095,-0.012,-0.06,-0.067,1
5859,92,58,8,13.359,0.706,0.09,-0.138,-0.015,0
5860,31,14,1,0.106,0.463,-0.436,-0.023,0.107,1
5861,6,5,1,0.007,-0.32,0.412,-0.06,-0.067,1
5862,35,12,5,4.085,-0.32,-0.363,0.121,-0.067,1
5863,123,42,6,11.406,0.151,-0.27,0.042,0.026,1
5864,166,65,8,13.498,0.127,0.07,-0.101,-0.049,0
5865,14,10,2,0.128,0.065,-0.436,0.035,-0.067,1
5866,11,6,1,0.004,-0.32,0.49,0.016,-0.049,1
5867,11,7,1,0.005,-0.32,0.027,0.016,-0.067,1
5868,5,5,1,0.003,-0.32,0.073,0.007,-0.067,1
5869,89,41,6,13.058,-0.017,0.022,-0.011,0.012,0
5870,113,56,8,10.955,0.217,-0.12,-0.017,-0.003,0
5871,168,58,7,7.116,0.025,-0.345,10.479,0.111,0
5872,5,4,2,12.212,-0.32,0.073,0.007,-0.067,0
5873,5,5,1,0.001,-0.32,0.073,0.007,-0.067,1
5874,18,8,2,0.386,-0.32,0.13,0.023,-0.067,1
5875,40,18,3,4.858,-0.185,-0.372,0.094,-0.017,1
5876,64,50,6,7.436,-0.278,0.518,-0.018,0.14,0
5877,12,7,1,0.003,-0.32,-0.436,0.316,0.016,1
5878,62,32,1,0.307,-0.124,0.098,0.018,-0.022,0
5879,6,5,1,0.017,-0.32,0.412,-0.06,-0.067,1
5880,4,3,1,0.047,-0.32,-0.436,0.107,-0.067,1
5881,61,31,2,1.881,-0.143,0.065,-0.025,-0.061,0
5882,33,22,2,2.273,-0.157,0.181,-0.03,-0.043,0
5883,127,52,4,7.077,0.317,-0.336,0.004,-0.007,1
5884,9,3,1,0.001,-0.32,0.13,-0.005,-0.067,1
5885,34,16,1,0.059,-0.161,-0.286,0.048,-0.032,1
5886,17,10,2,3.364,-0.32,-0.136,0.225,0.074,1
5887,46,20,7,9.321,-0.144,0.007,-0.002,1.154,0
5888,9,6,1,0.023,-0.32,0.13,-0.005,-0.067,1
5889,8,4,1,0.007,-0.32,-0.436,0.107,-0.067,1
5890,5,2,1,0.005,-0.32,-0.436,0.207,-0.027,1
5891,5,4,1,0.0,-0.32,-0.436,1.009,0.093,1
5892,4,3,1,0.0,-0.32,-0.436,0.107,-0.067,1
5893,22,18,1,0.33,-0.197,0.143,0.016,0.033,0
5894,11,6,2,4.323,-0.32,-0.436,0.107,-0.067,1
5895,142,62,5,10.127,0.174,-0.077,0.029,0.047,0
5896,50,26,3,7.979,0.462,-0.436,-0.023,0.013,1
5897,14,6,1,0.006,0.354,-0.436,-0.072,-0.067,1
5898,4,4,1,0.001,-0.32,0.2,-0.018,-0.067,1
5899,36,15,7,12.282,-0.32,-0.436,0.107,-0.067,0
5900,66,38,4,12.169,0.089,-0.281,0.001,-0.028,0
5901,4,3,1,0.003,-0.32,0.837,-0.018,0.184,1
5902,107,46,5,10.095,0.033,0.206,-0.048,-0.039,1
5903,7,3,2,1.765,-0.32,-0.436,0.107,-0.067,1
5904,61,26,4,9.749,-0.32,0.524,-0.074,-0.054,0
5905,138,74,7,12.921,0.188,0.246,-0.107,-0.016,0
5906,35,15,1,0.142,-0.089,0.437,-0.051,-0.01,1
5907,29,17,1,0.015,0.424,-0.26,0.038,0.12,1
5908,59,20,7,8.135,0.046,-0.349,0.081,0.072,0
5909,6,6,1,0.015,-0.32,0.412,-0.06,-0.067,1
5910,5,4,1,0.008,-0.32,0.073,0.107,0.013,1
5911,55,33,2,0.945,-0.222,0.443,-0.085,-0.067,1
5912,36,24,3,5.01,-0.245,-0.153,0.051,-0.056,1
5913,21,16,3,2.166,-0.063,-0.436,0.083,-0.058,1
5914,76,17,5,13.128,0.372,-0.034,-0.078,0.022,1
5915,150,50,7,11.101,0.013,0.243,-0.044,-0.029,0
5916,56,26,7,9.123,-0.176,-0.254,0.089,-0.021,1
5917,8,5,1,0.001,-0.32,-0.436,0.107,-0.067,1
5918,11,6,1,0.026,-0.32,0.49,-0.075,-0.067,1
5919,45,23,2,2.278,-0.2,0.017,0.029,0.044,1
5920,12,8,2,1.572,-0.32,0.2,-0.018,-0.067,1
5921,36,34,2,0.954,-0.32,0.695,-0.116,-0.067,1
5922,4,4,1,0.009,0.354,-0.436,-0.018,-0.067,1
5923,4,3,1,0.003,-0.32,-0.436,0.107,-0.067,1
5924,101,43,5,12.677,0.347,-0.31,-0.007,-0.012,0
5925,56,34,4,13.031,-0.176,-0.345,0.205,0.012,1
5926,4,3,1,0.009,-0.32,0.2,-0.018,-0.067,1
5927,147,60,4,7.07,0.001,0.118,0.022,-0.009,0
5928,167,73,5,13.004,-0.005,0.052,0.029,-0.037,0
5929,50,19,2,1.105,-0.32,0.582,-0.084,-0.059,1
5930,4,3,1,0.001,-0.32,-0.436,0.107,-0.067,1
5931,10,4,1,0.015,-0.32,0.328,-0.044,-0.067,1
5932,53,16,1,0.041,0.443,-0.436,-0.016,0.069,0
5933,13,8,1,0.022,-0.32,0.151,-0.009,-0.067,1
5934,4,4,1,0.0,-0.32,-0.436,0.107,-0.067,1
5935,6,6,1,0.046,-0.32,0.412,-0.06,-0.067,1
5936,15,7,1,0.024,-0.32,0.243,-0.027,-0.067,1
5937,158,69,4,9.745,0.32,0.047,-0.083,-0.022,0
5938,7,5,1,0.007,0.45,-0.436,-0.108,-0.067,1
5939,83,33,9,10.431,-0.255,0.392,0.052,-0.026,0
5940,4,3,1,0.002,-0.32,-0.436,0.107,-0.067,1
5941,5,5,1,0.001,-0.32,0.073,0.007,-0.067,1
5942,7,4,1,0.009,-0.32,-0.072,0.035,-0.067,1
5943,31,19,4,4.987,-0.016,-0.354,0.026,-0.035,1
5944,12,11,3,1.763,-0.095,-0.224,0.023,-0.067,1
5945,50,16,7,8.94,0.004,-0.436,0.207,-0.019,1
5946,18,9,2,2.676,-0.32,0.271,0.051,0.022,0
5947,64,40,6,6.629,0.691,-0.118,-0.089,0.046,0
5948,8,6,1,0.003,0.354,-0.436,-0.018,-0.067,1
5949,26,10,3,1.938,-0.32,0.249,0.049,0.018,1
5950,5,4,2,0.76,-0.32,-0.436,0.107,-0.067,1
5951,102,56,5,9.867,-0.016,0.188,0.004,-0.026,0
5952,24,17,4,11.665,-0.208,-0.33,0.169,1.262,0
5953,177,73,5,6.537,0.053,0.125,-0.06,0.042,0
5954,61,34,7,9.233,-0.187,-0.352,0.099,0.074,1
5955,46,12,3,7.068,-0.32,-0.38,0.139,-0.041,0
5956,12,5,1,0.022,-0.32,-0.224,0.19,0.033,1
5957,21,6,6,12.135,-0.32,0.291,-0.036,-0.067,0
5958,10,5,1,0.018,-0.32,0.073,0.107,0.033,1
5959,6,6,1,0.018,-0.32,-0.012,0.023,-0.067,1
5960,27,18,1,0.129,-0.22,0.318,0.088,0.044,1
5961,16,12,1,0.002,0.691,0.041,0.201,0.284,1
5962,10,9,2,0.343,-0.32,-0.181,0.057,-0.067,1
5963,5,4,1,0.002,-0.32,-0.436,0.107,-0.067,1
5964,18,7,2,2.406,-0.32,0.13,0.023,-0.067,1
5965,23,16,2,0.485,-0.086,0.117,-0.046,-0.067,1
5966,77,45,2,1.02,0.205,0.126,-0.082,-0.002,1
5967,16,7,1,0.005,0.017,-0.118,-0.018,-0.067,1
5968,6,4,1,0.009,-0.32,-0.436,0.107,-0.067,1
5969,5,3,1,0.001,-0.32,-0.436,0.107,-0.067,1
5970,9,6,1,0.019,-0.32,-0.153,0.051,-0.067,0
5971,30,13,2,4.929,0.174,-0.181,-0.027,-0.0,1
5972,15,7,1,0.02,-0.32,0.582,-0.06,-0.054,1
5973,5,4,1,0.008,-0.32,0.073,0.007,-0.067,1
5974,6,4,1,0.003,-0.32,-0.436,0.107,-0.067,1
5975,102,58,5,6.285,0.037,0.213,-0.109,-0.063,0
5976,145,57,6,12.421,0.247,0.038,-0.08,-0.035,0
5977,111,50,5,8.248,0.129,-0.115,-0.006,-0.022,1
5978,39,21,3,1.367,-0.251,0.282,-0.047,-0.067,1
5979,13,7,3,2.717,-0.32,0.543,-0.086,-0.067,1
5980,166,56,5,7.125,0.248,-0.39,0.034,0.015,0
5981,30,27,2,0.355,-0.05,0.412,-0.127,-0.067,1
5982,7,5,1,0.911,-0.32,-0.072,0.107,-0.039,1
5983,4,3,1,0.001,-0.32,-0.436,0.107,-0.067,1
5984,15,8,1,0.017,-0.32,0.412,-0.06,-0.067,0
5985,39,19,2,6.005,-0.32,0.282,0.094,-0.062,0
5986,14,10,1,0.015,0.45,-0.436,-0.108,-0.053,1
5987,199,66,7,9.043,-0.218,0.255,-0.037,-0.055,0
5988,45,19,2,1.356,-0.32,-0.379,0.096,-0.067,0
5989,38,27,2,11.338,-0.249,0.301,-0.038,-0.067,0
5990,58,17,3,6.167,-0.157,0.178,0.038,-0.036,0
5991,51,37,3,2.953,-0.32,0.662,-0.109,-0.067,1
5992,4,4,1,0.009,-0.32,-0.436,0.107,-0.067,1
5993,21,10,1,0.013,0.194,-0.436,0.059,-0.048,1
5994,15,9,2,7.237,-0.32,0.243,-0.027,-0.067,0
5995,35,24,1,0.092,-0.243,0.291,-0.036,-0.062,0
5996,142,35,5,4.25,-0.159,-0.4,0.11,-0.059,0
5997,58,37,5,9.98,0.145,-0.129,-0.049,-0.057,0
5998,114,49,2,9.3,0.401,-0.391,0.076,-0.018,0
5999,6,2,1,0.008,-0.32,-0.436,0.107,-0.067,1
6000,36,13,3,1.884,0.429,-0.365,-0.032,-0.0,1
6001,65,30,2,6.002,0.074,-0.436,-0.001,-0.046,1
6002,22,11,3,5.869,-0.32,0.027,0.016,-0.067,0
6003,135,46,2,1.032,-0.27,0.356,0.085,0.084,1
6004,85,39,4,6.986,0.647,-0.316,0.024,0.072,0
6005,13,11,2,1.085,-0.32,0.543,-0.047,-0.021,1
6006,85,53,6,12.204,-0.225,-0.196,0.071,-0.046,0
6007,30,21,5,9.095,-0.005,-0.266,-0.027,-0.061,0
6008,8,2,1,0.002,-0.32,-0.436,0.107,-0.067,1
6009,107,51,4,8.792,-0.055,0.064,-0.001,-0.009,1
6010,209,75,7,11.117,0.17,0.1,-0.051,-0.006,0
6011,7,5,1,0.006,-0.32,0.291,-0.036,-0.067,0
6012,39,28,2,1.801,-0.32,-0.37,0.132,-0.031,1
6013,26,12,3,10.712,1.235,-0.436,-0.124,0.01,1
6014,38,21,1,0.197,0.106,0.234,-0.091,-0.067,1
6015,20,9,2,5.937,-0.32,0.2,-0.018,-0.067,1
6016,17,8,1,0.054,-0.32,0.462,-0.07,-0.067,1
6017,153,50,9,12.156,0.024,-0.419,0.169,0.023,0
6018,69,30,3,7.815,-0.125,0.191,-0.067,-0.064,0
6019,66,48,6,9.141,-0.177,0.335,-0.068,-0.052,0
6020,4,4,1,0.013,-0.32,-0.436,0.107,-0.067,1
6021,9,8,2,1.602,-0.32,0.13,-0.005,-0.067,1
6022,25,8,4,8.675,-0.32,0.277,-0.034,-0.067,0
6023,37,9,3,6.231,-0.32,-0.298,0.351,0.052,0
6024,46,28,4,8.162,-0.203,0.062,0.031,-0.011,0
6025,5,3,1,0.008,-0.32,-0.436,0.107,-0.067,1
6026,31,14,2,11.853,0.332,-0.436,0.074,0.017,0
6027,42,16,4,12.132,0.45,-0.436,-0.06,0.038,0
6028,73,40,4,7.972,0.825,-0.122,-0.127,0.029,0
6029,139,56,7,12.06,0.039,-0.143,-0.027,-0.059,0
